source_label,listing_id,address,downloaded_mls_thumbnails,possible_outdoor_backyard_aerial_candidates,mls_contact_sheet,reuse_rights,notes
Cranbrook/Kimberley,20069196,1646 MT PYRAMID Crescent,30,21,data\mls_contact_sheets\cranbrook_kimberley\1646-mt-pyramid-crescent-20069196\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10681908,300 LEGACY LOOKOUT,29,17,data\mls_contact_sheets\cranbrook_kimberley\300-legacy-lookout-10681908\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20043585,254 305TH Avenue,30,30,data\mls_contact_sheets\cranbrook_kimberley\254-305th-avenue-20043585\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20080078,335 16th Avenue S,30,22,data\mls_contact_sheets\cranbrook_kimberley\335-16th-avenue-s-20080078\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10626846,18-6674 WARDNER-KIKOMUM Road,20,20,data\mls_contact_sheets\cranbrook_kimberley\18-6674-wardner-kikomum-road-10626846\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20026282,32-1401 30TH N Avenue,19,15,data\mls_contact_sheets\cranbrook_kimberley\32-1401-30th-n-avenue-20026282\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10672843,150 SULLIVAN Drive,30,29,data\mls_contact_sheets\cranbrook_kimberley\150-sullivan-drive-10672843\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10685008,700 22ND S Avenue,30,29,data\mls_contact_sheets\cranbrook_kimberley\700-22nd-s-avenue-10685008\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10658252,812 17TH S Street,8,4,data\mls_contact_sheets\cranbrook_kimberley\812-17th-s-street-10658252\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10669578,9-6324 LAURIER Avenue,30,26,data\mls_contact_sheets\cranbrook_kimberley\9-6324-laurier-avenue-10669578\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20003058,4315 LAKEVIEW Drive,30,30,data\mls_contact_sheets\cranbrook_kimberley\4315-lakeview-drive-20003058\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20020840,814 307TH Avenue,30,30,data\mls_contact_sheets\cranbrook_kimberley\814-307th-avenue-20020840\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20072535,2904 Edgewood Drive,30,29,data\mls_contact_sheets\cranbrook_kimberley\2904-edgewood-drive-20072535\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10669531,801 22ND S Avenue,30,28,data\mls_contact_sheets\cranbrook_kimberley\801-22nd-s-avenue-10669531\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10681930,176 SHADOW MOUNTAIN Boulevard,30,29,data\mls_contact_sheets\cranbrook_kimberley\176-shadow-mountain-boulevard-10681930\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20046086,3104 5th Street S,23,22,data\mls_contact_sheets\cranbrook_kimberley\3104-5th-street-s-20046086\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20049485,224 Lindsay Street,30,29,data\mls_contact_sheets\cranbrook_kimberley\224-lindsay-street-20049485\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20050060,350 Legacy Lookout,30,13,data\mls_contact_sheets\cranbrook_kimberley\350-legacy-lookout-20050060\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20086371,87-1401 Willowbrook Drive N,30,28,data\mls_contact_sheets\cranbrook_kimberley\87-1401-willowbrook-drive-n-20086371\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20087063,365 Legacy Lookout,30,21,data\mls_contact_sheets\cranbrook_kimberley\365-legacy-lookout-20087063\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20087226,244 Boulder Creek,30,26,data\mls_contact_sheets\cranbrook_kimberley\244-boulder-creek-20087226\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20022971,200 BOULDER Creek,30,29,data\mls_contact_sheets\cranbrook_kimberley\200-boulder-creek-20022971\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20048728,313 17TH Street S,30,22,data\mls_contact_sheets\cranbrook_kimberley\313-17th-street-s-20048728\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20022594,610 TRAIL Street,12,11,data\mls_contact_sheets\cranbrook_kimberley\610-trail-street-20022594\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10685535,112 PURCELL Place,29,26,data\mls_contact_sheets\cranbrook_kimberley\112-purcell-place-10685535\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20048760,438 ALPINE Crescent,30,28,data\mls_contact_sheets\cranbrook_kimberley\438-alpine-crescent-20048760\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20020530,805 16TH S Street,30,26,data\mls_contact_sheets\cranbrook_kimberley\805-16th-s-street-20020530\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10654223,145 STEMWINDER Drive,30,29,data\mls_contact_sheets\cranbrook_kimberley\145-stemwinder-drive-10654223\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10552417,153 STEMWINDER Drive,7,6,data\mls_contact_sheets\cranbrook_kimberley\153-stemwinder-drive-10552417\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20021100,402 ALPINE Crescent,30,17,data\mls_contact_sheets\cranbrook_kimberley\402-alpine-crescent-20021100\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20022519,611 NELSON Street,30,30,data\mls_contact_sheets\cranbrook_kimberley\611-nelson-street-20022519\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20035684,222 Boulder Creek,30,24,data\mls_contact_sheets\cranbrook_kimberley\222-boulder-creek-20035684\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20040986,205 18 Street S,12,11,data\mls_contact_sheets\cranbrook_kimberley\205-18-street-s-20040986\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10669905,1609 8TH S Avenue,30,30,data\mls_contact_sheets\cranbrook_kimberley\1609-8th-s-avenue-10669905\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10673089,112 FOREST CROWNE Crescent,30,30,data\mls_contact_sheets\cranbrook_kimberley\112-forest-crowne-crescent-10673089\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10674183,1274 23RD S Street,30,28,data\mls_contact_sheets\cranbrook_kimberley\1274-23rd-s-street-10674183\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10683127,1400 17TH S Street,30,30,data\mls_contact_sheets\cranbrook_kimberley\1400-17th-s-street-10683127\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20027834,405 FOREST CROWNE Close,30,24,data\mls_contact_sheets\cranbrook_kimberley\405-forest-crowne-close-20027834\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20077373,166 304th Avenue,30,30,data\mls_contact_sheets\cranbrook_kimberley\166-304th-avenue-20077373\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20085434,804 16th Street S,30,20,data\mls_contact_sheets\cranbrook_kimberley\804-16th-street-s-20085434\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10606465,#37-6674 WARDNER-KIKOMUN Road,10,10,data\mls_contact_sheets\cranbrook_kimberley\37-6674-wardner-kikomun-road-10606465\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10667637,22-9481 ESTATES Road,30,30,data\mls_contact_sheets\cranbrook_kimberley\22-9481-estates-road-10667637\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10680439,913 17TH S Street,30,30,data\mls_contact_sheets\cranbrook_kimberley\913-17th-s-street-10680439\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10470205,419 ALPINE Crescent,0,0,,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10574318,6392 TIE LAKE Road,7,7,data\mls_contact_sheets\cranbrook_kimberley\6392-tie-lake-road-10574318\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10621595,9382 MOYIE SHORES ESTATE Road,15,15,data\mls_contact_sheets\cranbrook_kimberley\9382-moyie-shores-estate-road-10621595\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10658951,9444 MOYIE SHORES ESTATES W Road,30,26,data\mls_contact_sheets\cranbrook_kimberley\9444-moyie-shores-estates-w-road-10658951\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10665147,824 309TH Street,30,17,data\mls_contact_sheets\cranbrook_kimberley\824-309th-street-10665147\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10672776,804 17TH S Street,30,30,data\mls_contact_sheets\cranbrook_kimberley\804-17th-s-street-10672776\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10684522,1611 1ST S Avenue,21,12,data\mls_contact_sheets\cranbrook_kimberley\1611-1st-s-avenue-10684522\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10685240,2210 13TH S Avenue,29,10,data\mls_contact_sheets\cranbrook_kimberley\2210-13th-s-avenue-10685240\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20021290,147 THE WHINS,29,24,data\mls_contact_sheets\cranbrook_kimberley\147-the-whins-20021290\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20022685,405 7TH Avenue,30,30,data\mls_contact_sheets\cranbrook_kimberley\405-7th-avenue-20022685\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20036703,805 31ST Avenue S,30,22,data\mls_contact_sheets\cranbrook_kimberley\805-31st-avenue-s-20036703\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20042244,954 313th Drive,30,28,data\mls_contact_sheets\cranbrook_kimberley\954-313th-drive-20042244\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20042910,307 LEGACY LOOKOUT,30,22,data\mls_contact_sheets\cranbrook_kimberley\307-legacy-lookout-20042910\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20050871,940 313TH Drive,30,29,data\mls_contact_sheets\cranbrook_kimberley\940-313th-drive-20050871\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20075439,2950 Mellor Road,30,22,data\mls_contact_sheets\cranbrook_kimberley\2950-mellor-road-20075439\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20079642,140 River Drive,30,12,data\mls_contact_sheets\cranbrook_kimberley\140-river-drive-20079642\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20083862,15 Turner Close,23,18,data\mls_contact_sheets\cranbrook_kimberley\15-turner-close-20083862\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10612922,1357 SOUTHVIEW Drive,10,10,data\mls_contact_sheets\cranbrook_kimberley\1357-southview-drive-10612922\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10625065,208 CROWNE TERRACE Forest,20,20,data\mls_contact_sheets\cranbrook_kimberley\208-crowne-terrace-forest-10625065\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10641909,7822 MONROE LAKE Road,4,4,data\mls_contact_sheets\cranbrook_kimberley\7822-monroe-lake-road-10641909\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10652500,1909 16TH S Street,30,30,data\mls_contact_sheets\cranbrook_kimberley\1909-16th-s-street-10652500\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10675651,9314 LANGEVIN Street,22,22,data\mls_contact_sheets\cranbrook_kimberley\9314-langevin-street-10675651\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10676696,725 34TH S Avenue,30,20,data\mls_contact_sheets\cranbrook_kimberley\725-34th-s-avenue-10676696\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10678423,9905 OSPREY LANDING Drive,24,21,data\mls_contact_sheets\cranbrook_kimberley\9905-osprey-landing-drive-10678423\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10679813,701 34TH S Avenue,30,30,data\mls_contact_sheets\cranbrook_kimberley\701-34th-s-avenue-10679813\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10680848,2400 34TH S Avenue,30,30,data\mls_contact_sheets\cranbrook_kimberley\2400-34th-s-avenue-10680848\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,10683832,211 CROWNE TERRACE Forest,12,8,data\mls_contact_sheets\cranbrook_kimberley\211-crowne-terrace-forest-10683832\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20037931,610 PONDEROSA Drive,30,29,data\mls_contact_sheets\cranbrook_kimberley\610-ponderosa-drive-20037931\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20040797,51 100TH Avenue,30,26,data\mls_contact_sheets\cranbrook_kimberley\51-100th-avenue-20040797\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20042580,2850 BLACK BEAR Crescent,30,29,data\mls_contact_sheets\cranbrook_kimberley\2850-black-bear-crescent-20042580\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20045387,3313 3A Street S,30,26,data\mls_contact_sheets\cranbrook_kimberley\3313-3a-street-s-20045387\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20057967,1900 12th Street S,30,29,data\mls_contact_sheets\cranbrook_kimberley\1900-12th-street-s-20057967\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Cranbrook/Kimberley,20062684,1629 Staple Crescent,30,29,data\mls_contact_sheets\cranbrook_kimberley\1629-staple-crescent-20062684\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10559698,11 ALPINE TRAIL Lane,3,3,data\mls_contact_sheets\fernie_sparwood\11-alpine-trail-lane-10559698\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10674172,101 RIDGEMONT Crescent,21,21,data\mls_contact_sheets\fernie_sparwood\101-ridgemont-crescent-10674172\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10676037,1110 BEACH Avenue,25,24,data\mls_contact_sheets\fernie_sparwood\1110-beach-avenue-10676037\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20035045,2411 Osprey Court,30,21,data\mls_contact_sheets\fernie_sparwood\2411-osprey-court-20035045\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10670868,23 RIDGEMONT Drive,30,29,data\mls_contact_sheets\fernie_sparwood\23-ridgemont-drive-10670868\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10681059,2260 BLACK HAWK Drive,30,16,data\mls_contact_sheets\fernie_sparwood\2260-black-hawk-drive-10681059\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10683161,2313 FALCON Court,30,27,data\mls_contact_sheets\fernie_sparwood\2313-falcon-court-10683161\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10561093,5401 BOOMERANG Way,8,8,data\mls_contact_sheets\fernie_sparwood\5401-boomerang-way-10561093\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10667796,9 PINE Avenue,29,29,data\mls_contact_sheets\fernie_sparwood\9-pine-avenue-10667796\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10673062,6853 ROSEN LAKE E Road,30,28,data\mls_contact_sheets\fernie_sparwood\6853-rosen-lake-e-road-10673062\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20021326,2264 BLACK HAWK Drive,30,28,data\mls_contact_sheets\fernie_sparwood\2264-black-hawk-drive-20021326\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20022704,1206 VALLEY VIEW Drive,30,5,data\mls_contact_sheets\fernie_sparwood\1206-valley-view-drive-20022704\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20034035,2202 Black Hawk Drive,30,28,data\mls_contact_sheets\fernie_sparwood\2202-black-hawk-drive-20034035\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20043865,1622 11 Avenue,30,30,data\mls_contact_sheets\fernie_sparwood\1622-11-avenue-20043865\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20069119,2030 GOLDEN EAGLE Drive,30,23,data\mls_contact_sheets\fernie_sparwood\2030-golden-eagle-drive-20069119\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10654287,21 MT MINTON Street,30,30,data\mls_contact_sheets\fernie_sparwood\21-mt-minton-street-10654287\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10679423,1681 KOOCANUSA LAKE Drive,29,27,data\mls_contact_sheets\fernie_sparwood\1681-koocanusa-lake-drive-10679423\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10683952,1204 VALLEY VIEW Drive,30,23,data\mls_contact_sheets\fernie_sparwood\1204-valley-view-drive-10683952\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20049830,1256 Valley View Drive,30,24,data\mls_contact_sheets\fernie_sparwood\1256-valley-view-drive-20049830\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20039625,941 5th Avenue,30,29,data\mls_contact_sheets\fernie_sparwood\941-5th-avenue-20039625\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20022908,842 8TH Avenue,30,29,data\mls_contact_sheets\fernie_sparwood\842-8th-avenue-20022908\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10669621,9 ELKVIEW Place,25,24,data\mls_contact_sheets\fernie_sparwood\9-elkview-place-10669621\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10682918,79 RIDGEMONT Drive,30,30,data\mls_contact_sheets\fernie_sparwood\79-ridgemont-drive-10682918\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10605182,4600 TIMBERLINE Crescent,1,1,data\mls_contact_sheets\fernie_sparwood\4600-timberline-crescent-10605182\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10663402,11 PARKLAND Drive,30,30,data\mls_contact_sheets\fernie_sparwood\11-parkland-drive-10663402\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20020418,782 4TH Avenue,30,26,data\mls_contact_sheets\fernie_sparwood\782-4th-avenue-20020418\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20020438,1250 VALLEY VIEW Drive,30,26,data\mls_contact_sheets\fernie_sparwood\1250-valley-view-drive-20020438\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20059379,1265 VALLEY VIEW Place,30,28,data\mls_contact_sheets\fernie_sparwood\1265-valley-view-place-20059379\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20066310,1170 Mcdonald Avenue,29,24,data\mls_contact_sheets\fernie_sparwood\1170-mcdonald-avenue-20066310\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10670943,22 COAL CREEK Road,30,30,data\mls_contact_sheets\fernie_sparwood\22-coal-creek-road-10670943\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10636711,11 SILVER RIDGE Way,20,20,data\mls_contact_sheets\fernie_sparwood\11-silver-ridge-way-10636711\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10652596,16 CEDAR BOWL Drive,28,26,data\mls_contact_sheets\fernie_sparwood\16-cedar-bowl-drive-10652596\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10656960,15 ALPINE TRAIL Crescent,18,14,data\mls_contact_sheets\fernie_sparwood\15-alpine-trail-crescent-10656960\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10674370,561 6TH Avenue,30,17,data\mls_contact_sheets\fernie_sparwood\561-6th-avenue-10674370\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20068707,1643 Koocanusa Lake Drive,30,27,data\mls_contact_sheets\fernie_sparwood\1643-koocanusa-lake-drive-20068707\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10663121,1362 11TH Avenue,30,30,data\mls_contact_sheets\fernie_sparwood\1362-11th-avenue-10663121\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10671641,16 MT MINTON Street,30,23,data\mls_contact_sheets\fernie_sparwood\16-mt-minton-street-10671641\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10675001,2134 WHISKEY JACK Drive,30,24,data\mls_contact_sheets\fernie_sparwood\2134-whiskey-jack-drive-10675001\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20073619,3 Mt Proctor Avenue,17,16,data\mls_contact_sheets\fernie_sparwood\3-mt-proctor-avenue-20073619\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10614914,802 8TH Avenue,10,8,data\mls_contact_sheets\fernie_sparwood\802-8th-avenue-10614914\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10681347,15 MT PROCTOR Avenue,30,30,data\mls_contact_sheets\fernie_sparwood\15-mt-proctor-avenue-10681347\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10657168,941 11TH Avenue,4,2,data\mls_contact_sheets\fernie_sparwood\941-11th-avenue-10657168\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10678927,962 4TH Avenue,30,21,data\mls_contact_sheets\fernie_sparwood\962-4th-avenue-10678927\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10679212,2108 WHISKEY JACK Drive,30,29,data\mls_contact_sheets\fernie_sparwood\2108-whiskey-jack-drive-10679212\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
